Report Date,Region Name,Grade,Weight Range,Live Wtd Avg Price
12/01/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/01/2016,EAST,Premium White,All weights,
12/01/2016,EAST,Breaker (75% lean),All weights,
12/01/2016,WEST,Premium White,All weights,
12/01/2016,WEST,Breaker (75% lean),All weights,
12/01/2016,MIDWEST,Premium White,All weights,
12/01/2016,MIDWEST,Breaker (75% lean),All weights,
11/30/2016,SOUTH CENTRAL,Premium White,All weights,
11/30/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/30/2016,NORTH CENTRAL,Premium White,All weights,
11/30/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/30/2016,EAST,Premium White,All weights,
11/30/2016,EAST,Breaker (75% lean),All weights,
11/30/2016,WEST,Premium White,All weights,
11/30/2016,WEST,Breaker (75% lean),All weights,
11/30/2016,MIDWEST,Premium White,All weights,
11/30/2016,MIDWEST,Breaker (75% lean),All weights,
11/29/2016,SOUTH CENTRAL,Premium White,All weights,
11/29/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/29/2016,NORTH CENTRAL,Premium White,All weights,
11/29/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/29/2016,EAST,Premium White,All weights,
11/29/2016,EAST,Breaker (75% lean),All weights,
11/29/2016,WEST,Premium White,All weights,
11/29/2016,WEST,Breaker (75% lean),All weights,
11/29/2016,MIDWEST,Premium White,All weights,
11/29/2016,MIDWEST,Breaker (75% lean),All weights,
11/28/2016,SOUTH CENTRAL,Premium White,All weights,
11/28/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/28/2016,NORTH CENTRAL,Premium White,All weights,
11/28/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/28/2016,EAST,Premium White,All weights,
11/28/2016,EAST,Breaker (75% lean),All weights,
11/28/2016,WEST,Premium White,All weights,
11/28/2016,WEST,Breaker (75% lean),All weights,
11/28/2016,MIDWEST,Premium White,All weights,
11/28/2016,MIDWEST,Breaker (75% lean),All weights,
11/25/2016,SOUTH CENTRAL,Premium White,All weights,
11/25/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/25/2016,NORTH CENTRAL,Premium White,All weights,
11/25/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/25/2016,EAST,Premium White,All weights,
11/25/2016,EAST,Breaker (75% lean),All weights,
11/25/2016,WEST,Premium White,All weights,
11/25/2016,WEST,Breaker (75% lean),All weights,
11/25/2016,MIDWEST,Premium White,All weights,
11/25/2016,MIDWEST,Breaker (75% lean),All weights,
11/23/2016,SOUTH CENTRAL,Premium White,All weights,
11/23/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/23/2016,NORTH CENTRAL,Premium White,All weights,
11/23/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/23/2016,EAST,Premium White,All weights,
11/23/2016,EAST,Breaker (75% lean),All weights,59.00
11/23/2016,WEST,Premium White,All weights,
11/23/2016,WEST,Breaker (75% lean),All weights,
11/23/2016,MIDWEST,Premium White,All weights,
11/23/2016,MIDWEST,Breaker (75% lean),All weights,
11/22/2016,SOUTH CENTRAL,Premium White,All weights,
11/22/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/22/2016,NORTH CENTRAL,Premium White,All weights,
11/22/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/22/2016,EAST,Premium White,All weights,
11/22/2016,EAST,Breaker (75% lean),All weights,
11/22/2016,WEST,Premium White,All weights,
11/22/2016,WEST,Breaker (75% lean),All weights,
11/22/2016,MIDWEST,Premium White,All weights,
11/22/2016,MIDWEST,Breaker (75% lean),All weights,
11/21/2016,SOUTH CENTRAL,Premium White,All weights,
11/21/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/21/2016,NORTH CENTRAL,Premium White,All weights,
11/21/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/21/2016,EAST,Premium White,All weights,
11/21/2016,EAST,Breaker (75% lean),All weights,
11/21/2016,WEST,Premium White,All weights,
11/21/2016,WEST,Breaker (75% lean),All weights,
11/21/2016,MIDWEST,Premium White,All weights,
11/21/2016,MIDWEST,Breaker (75% lean),All weights,
11/18/2016,SOUTH CENTRAL,Premium White,All weights,
11/18/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/18/2016,NORTH CENTRAL,Premium White,All weights,
11/18/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/18/2016,EAST,Premium White,All weights,
11/18/2016,EAST,Breaker (75% lean),All weights,
11/18/2016,WEST,Premium White,All weights,
11/18/2016,WEST,Breaker (75% lean),All weights,
11/18/2016,MIDWEST,Premium White,All weights,
11/18/2016,MIDWEST,Breaker (75% lean),All weights,
11/17/2016,SOUTH CENTRAL,Premium White,All weights,
11/17/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/17/2016,NORTH CENTRAL,Premium White,All weights,
11/17/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/17/2016,EAST,Premium White,All weights,48.50
11/17/2016,EAST,Breaker (75% lean),All weights,
11/17/2016,WEST,Premium White,All weights,
11/17/2016,WEST,Breaker (75% lean),All weights,
11/17/2016,MIDWEST,Premium White,All weights,
11/17/2016,MIDWEST,Breaker (75% lean),All weights,
11/16/2016,SOUTH CENTRAL,Premium White,All weights,
11/16/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/16/2016,NORTH CENTRAL,Premium White,All weights,
11/16/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/16/2016,EAST,Premium White,All weights,
11/16/2016,EAST,Breaker (75% lean),All weights,
11/16/2016,WEST,Premium White,All weights,
11/16/2016,WEST,Breaker (75% lean),All weights,
11/16/2016,MIDWEST,Premium White,All weights,
11/16/2016,MIDWEST,Breaker (75% lean),All weights,
11/15/2016,SOUTH CENTRAL,Premium White,All weights,
11/15/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/15/2016,NORTH CENTRAL,Premium White,All weights,
11/15/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/15/2016,EAST,Premium White,All weights,
11/15/2016,EAST,Breaker (75% lean),All weights,
11/15/2016,WEST,Premium White,All weights,
11/15/2016,WEST,Breaker (75% lean),All weights,
11/15/2016,MIDWEST,Premium White,All weights,
11/15/2016,MIDWEST,Breaker (75% lean),All weights,
11/14/2016,SOUTH CENTRAL,Premium White,All weights,
11/14/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/14/2016,NORTH CENTRAL,Premium White,All weights,
11/14/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/14/2016,EAST,Premium White,All weights,
11/14/2016,EAST,Breaker (75% lean),All weights,
11/14/2016,WEST,Premium White,All weights,
11/14/2016,WEST,Breaker (75% lean),All weights,
11/14/2016,MIDWEST,Premium White,All weights,
11/14/2016,MIDWEST,Breaker (75% lean),All weights,
11/11/2016,SOUTH CENTRAL,Premium White,All weights,
11/11/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/11/2016,NORTH CENTRAL,Premium White,All weights,
11/11/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/11/2016,EAST,Premium White,All weights,
11/11/2016,EAST,Breaker (75% lean),All weights,
11/11/2016,WEST,Premium White,All weights,
11/11/2016,WEST,Breaker (75% lean),All weights,
11/11/2016,MIDWEST,Premium White,All weights,
11/11/2016,MIDWEST,Breaker (75% lean),All weights,
11/10/2016,SOUTH CENTRAL,Premium White,All weights,
11/10/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/10/2016,NORTH CENTRAL,Premium White,All weights,
11/10/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/10/2016,EAST,Premium White,All weights,
11/10/2016,EAST,Breaker (75% lean),All weights,
11/10/2016,WEST,Premium White,All weights,
11/10/2016,WEST,Breaker (75% lean),All weights,
11/10/2016,MIDWEST,Premium White,All weights,
11/10/2016,MIDWEST,Breaker (75% lean),All weights,
11/09/2016,SOUTH CENTRAL,Premium White,All weights,
11/09/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/09/2016,NORTH CENTRAL,Premium White,All weights,
11/09/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/09/2016,EAST,Premium White,All weights,
11/09/2016,EAST,Breaker (75% lean),All weights,
11/09/2016,WEST,Premium White,All weights,
11/09/2016,WEST,Breaker (75% lean),All weights,
11/09/2016,MIDWEST,Premium White,All weights,
11/09/2016,MIDWEST,Breaker (75% lean),All weights,
11/08/2016,SOUTH CENTRAL,Premium White,All weights,
11/08/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/08/2016,NORTH CENTRAL,Premium White,All weights,
11/08/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/08/2016,EAST,Premium White,All weights,
11/08/2016,EAST,Breaker (75% lean),All weights,
11/08/2016,WEST,Premium White,All weights,
11/08/2016,WEST,Breaker (75% lean),All weights,
11/08/2016,MIDWEST,Premium White,All weights,
11/08/2016,MIDWEST,Breaker (75% lean),All weights,
11/07/2016,SOUTH CENTRAL,Premium White,All weights,
11/07/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/07/2016,NORTH CENTRAL,Premium White,All weights,
11/07/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/07/2016,EAST,Premium White,All weights,
11/07/2016,EAST,Breaker (75% lean),All weights,
11/07/2016,WEST,Premium White,All weights,
11/07/2016,WEST,Breaker (75% lean),All weights,
11/07/2016,MIDWEST,Premium White,All weights,
11/07/2016,MIDWEST,Breaker (75% lean),All weights,
11/04/2016,SOUTH CENTRAL,Premium White,All weights,
11/04/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/04/2016,NORTH CENTRAL,Premium White,All weights,
11/04/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/04/2016,EAST,Premium White,All weights,
11/04/2016,EAST,Breaker (75% lean),All weights,
11/04/2016,WEST,Premium White,All weights,
11/04/2016,WEST,Breaker (75% lean),All weights,
11/04/2016,MIDWEST,Premium White,All weights,
11/04/2016,MIDWEST,Breaker (75% lean),All weights,
11/03/2016,SOUTH CENTRAL,Premium White,All weights,
11/03/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/03/2016,NORTH CENTRAL,Premium White,All weights,
11/03/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/03/2016,EAST,Premium White,All weights,
11/03/2016,EAST,Breaker (75% lean),All weights,
11/03/2016,WEST,Premium White,All weights,
11/03/2016,WEST,Breaker (75% lean),All weights,
11/03/2016,MIDWEST,Premium White,All weights,
11/03/2016,MIDWEST,Breaker (75% lean),All weights,
11/02/2016,SOUTH CENTRAL,Premium White,All weights,
11/02/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/02/2016,NORTH CENTRAL,Premium White,All weights,
11/02/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/02/2016,EAST,Premium White,All weights,
11/02/2016,EAST,Breaker (75% lean),All weights,
11/02/2016,WEST,Premium White,All weights,
11/02/2016,WEST,Breaker (75% lean),All weights,
11/02/2016,MIDWEST,Premium White,All weights,
11/02/2016,MIDWEST,Breaker (75% lean),All weights,
11/01/2016,SOUTH CENTRAL,Premium White,All weights,
11/01/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/01/2016,NORTH CENTRAL,Premium White,All weights,
11/01/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
11/01/2016,EAST,Premium White,All weights,
11/01/2016,EAST,Breaker (75% lean),All weights,
11/01/2016,WEST,Premium White,All weights,
11/01/2016,WEST,Breaker (75% lean),All weights,
11/01/2016,MIDWEST,Premium White,All weights,
11/01/2016,MIDWEST,Breaker (75% lean),All weights,
10/31/2016,SOUTH CENTRAL,Premium White,All weights,
10/31/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/31/2016,NORTH CENTRAL,Premium White,All weights,
10/31/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/31/2016,EAST,Premium White,All weights,
10/31/2016,EAST,Breaker (75% lean),All weights,
10/31/2016,WEST,Premium White,All weights,
10/31/2016,WEST,Breaker (75% lean),All weights,
10/31/2016,MIDWEST,Premium White,All weights,
10/31/2016,MIDWEST,Breaker (75% lean),All weights,
10/28/2016,SOUTH CENTRAL,Premium White,All weights,
10/28/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/28/2016,NORTH CENTRAL,Premium White,All weights,
10/28/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/28/2016,EAST,Premium White,All weights,
10/28/2016,EAST,Breaker (75% lean),All weights,
10/28/2016,WEST,Premium White,All weights,
10/28/2016,WEST,Breaker (75% lean),All weights,
10/28/2016,MIDWEST,Premium White,All weights,
10/28/2016,MIDWEST,Breaker (75% lean),All weights,
10/27/2016,SOUTH CENTRAL,Premium White,All weights,
10/27/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/27/2016,NORTH CENTRAL,Premium White,All weights,
10/27/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/27/2016,EAST,Premium White,All weights,
10/27/2016,EAST,Breaker (75% lean),All weights,
10/27/2016,WEST,Premium White,All weights,
10/27/2016,WEST,Breaker (75% lean),All weights,
10/27/2016,MIDWEST,Premium White,All weights,
10/27/2016,MIDWEST,Breaker (75% lean),All weights,
10/26/2016,SOUTH CENTRAL,Premium White,All weights,
10/26/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/26/2016,NORTH CENTRAL,Premium White,All weights,
10/26/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/26/2016,EAST,Premium White,All weights,
10/26/2016,EAST,Breaker (75% lean),All weights,
10/26/2016,WEST,Premium White,All weights,
10/26/2016,WEST,Breaker (75% lean),All weights,
10/26/2016,MIDWEST,Premium White,All weights,
10/26/2016,MIDWEST,Breaker (75% lean),All weights,
10/25/2016,SOUTH CENTRAL,Premium White,All weights,
10/25/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/25/2016,NORTH CENTRAL,Premium White,All weights,
10/25/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/25/2016,EAST,Premium White,All weights,
10/25/2016,EAST,Breaker (75% lean),All weights,
10/25/2016,WEST,Premium White,All weights,
10/25/2016,WEST,Breaker (75% lean),All weights,
10/25/2016,MIDWEST,Premium White,All weights,
10/25/2016,MIDWEST,Breaker (75% lean),All weights,
10/24/2016,SOUTH CENTRAL,Premium White,All weights,
10/24/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/24/2016,NORTH CENTRAL,Premium White,All weights,
10/24/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/24/2016,EAST,Premium White,All weights,
10/24/2016,EAST,Breaker (75% lean),All weights,
10/24/2016,WEST,Premium White,All weights,
10/24/2016,WEST,Breaker (75% lean),All weights,
10/24/2016,MIDWEST,Premium White,All weights,
10/24/2016,MIDWEST,Breaker (75% lean),All weights,
10/21/2016,SOUTH CENTRAL,Premium White,All weights,
10/21/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/21/2016,NORTH CENTRAL,Premium White,All weights,
10/21/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/21/2016,EAST,Premium White,All weights,
10/21/2016,EAST,Breaker (75% lean),All weights,
10/21/2016,WEST,Premium White,All weights,
10/21/2016,WEST,Breaker (75% lean),All weights,
10/21/2016,MIDWEST,Premium White,All weights,
10/21/2016,MIDWEST,Breaker (75% lean),All weights,
10/20/2016,SOUTH CENTRAL,Premium White,All weights,
10/20/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/20/2016,NORTH CENTRAL,Premium White,All weights,
10/20/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/20/2016,EAST,Premium White,All weights,
10/20/2016,EAST,Breaker (75% lean),All weights,
10/20/2016,WEST,Premium White,All weights,
10/20/2016,WEST,Breaker (75% lean),All weights,
10/20/2016,MIDWEST,Premium White,All weights,
10/20/2016,MIDWEST,Breaker (75% lean),All weights,
10/19/2016,SOUTH CENTRAL,Premium White,All weights,
10/19/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/19/2016,NORTH CENTRAL,Premium White,All weights,
10/19/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/19/2016,EAST,Premium White,All weights,
10/19/2016,EAST,Breaker (75% lean),All weights,
10/19/2016,WEST,Premium White,All weights,
10/19/2016,WEST,Breaker (75% lean),All weights,
10/19/2016,MIDWEST,Premium White,All weights,
10/19/2016,MIDWEST,Breaker (75% lean),All weights,
10/18/2016,SOUTH CENTRAL,Premium White,All weights,
10/18/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/18/2016,NORTH CENTRAL,Premium White,All weights,
10/18/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/18/2016,EAST,Premium White,All weights,
10/18/2016,EAST,Breaker (75% lean),All weights,
10/18/2016,WEST,Premium White,All weights,
10/18/2016,WEST,Breaker (75% lean),All weights,
10/18/2016,MIDWEST,Premium White,All weights,
10/18/2016,MIDWEST,Breaker (75% lean),All weights,
10/17/2016,SOUTH CENTRAL,Premium White,All weights,
10/17/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/17/2016,NORTH CENTRAL,Premium White,All weights,
10/17/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/17/2016,EAST,Premium White,All weights,
10/17/2016,EAST,Breaker (75% lean),All weights,
10/17/2016,WEST,Premium White,All weights,
10/17/2016,WEST,Breaker (75% lean),All weights,
10/17/2016,MIDWEST,Premium White,All weights,
10/17/2016,MIDWEST,Breaker (75% lean),All weights,
10/14/2016,SOUTH CENTRAL,Premium White,All weights,
10/14/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/14/2016,NORTH CENTRAL,Premium White,All weights,
10/14/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/14/2016,EAST,Premium White,All weights,
10/14/2016,EAST,Breaker (75% lean),All weights,
10/14/2016,WEST,Premium White,All weights,
10/14/2016,WEST,Breaker (75% lean),All weights,
10/14/2016,MIDWEST,Premium White,All weights,
10/14/2016,MIDWEST,Breaker (75% lean),All weights,
10/13/2016,SOUTH CENTRAL,Premium White,All weights,
10/13/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/13/2016,NORTH CENTRAL,Premium White,All weights,
10/13/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/13/2016,EAST,Premium White,All weights,
10/13/2016,EAST,Breaker (75% lean),All weights,
10/13/2016,WEST,Premium White,All weights,
10/13/2016,WEST,Breaker (75% lean),All weights,
10/13/2016,MIDWEST,Premium White,All weights,
10/13/2016,MIDWEST,Breaker (75% lean),All weights,
10/12/2016,SOUTH CENTRAL,Premium White,All weights,
10/12/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/12/2016,NORTH CENTRAL,Premium White,All weights,
10/12/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/12/2016,EAST,Premium White,All weights,
10/12/2016,EAST,Breaker (75% lean),All weights,
10/12/2016,WEST,Premium White,All weights,
10/12/2016,WEST,Breaker (75% lean),All weights,
10/12/2016,MIDWEST,Premium White,All weights,
10/12/2016,MIDWEST,Breaker (75% lean),All weights,
10/11/2016,SOUTH CENTRAL,Premium White,All weights,
10/11/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/11/2016,NORTH CENTRAL,Premium White,All weights,
10/11/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/11/2016,EAST,Premium White,All weights,
10/11/2016,EAST,Breaker (75% lean),All weights,
10/11/2016,WEST,Premium White,All weights,
10/11/2016,WEST,Breaker (75% lean),All weights,
10/11/2016,MIDWEST,Premium White,All weights,
10/11/2016,MIDWEST,Breaker (75% lean),All weights,
10/10/2016,SOUTH CENTRAL,Premium White,All weights,
10/10/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
10/10/2016,NORTH CENTRAL,Premium White,All weights,
10/10/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
10/10/2016,EAST,Premium White,All weights,
10/10/2016,EAST,Breaker (75% lean),All weights,
