Report Date,Average Weight,Average Price
03/01/2005,"1,106",78.72
03/01/2005,746,123.19
03/01/2005,697,124.47
02/01/2005,"1,215",89.88
02/01/2005,"1,110",89.98
02/01/2005,727,141.16
02/01/2005,690,141.42
02/01/2005,"1,210",87.56
02/01/2005,"1,108",87.44
02/01/2005,732,137.56
02/01/2005,710,138.49
02/01/2005,"1,206",80.26
02/01/2005,"1,102",80.20
02/01/2005,716,124.60
02/01/2005,703,118.37
01/03/2005,"1,210",87.56
01/03/2005,"1,108",87.44
01/03/2005,732,137.56
01/03/2005,710,138.49
01/03/2005,"1,232",86.38
01/03/2005,"1,124",86.67
01/03/2005,762,133.12
01/03/2005,733,134.94
01/03/2005,"1,200",91.38
01/03/2005,"1,097",92.87
01/03/2005,730,144.29
01/03/2005,704,134.45
12/01/2004,"1,232",86.38
12/01/2004,"1,124",86.67
12/01/2004,762,133.12
12/01/2004,733,134.94
12/01/2004,"1,251",85.04
12/01/2004,"1,136",85.07
12/01/2004,734,134.13
12/01/2004,697,135.36
12/01/2004,"1,201",100.31
12/01/2004,"1,099",100.55
12/01/2004,720,155.91
12/01/2004,688,157.20
11/01/2004,"1,251",85.04
11/01/2004,"1,136",85.07
11/01/2004,734,134.13
11/01/2004,697,135.36
11/01/2004,"1,250",82.77
11/01/2004,"1,141",82.96
11/01/2004,751,130.11
11/01/2004,733,130.59
11/01/2004,"1,226",97.75
11/01/2004,"1,113",97.50
11/01/2004,728,157.24
11/01/2004,696,152.93
10/01/2004,"1,250",82.77
10/01/2004,"1,141",82.96
10/01/2004,751,130.11
10/01/2004,733,130.59
10/01/2004,"1,232",84.26
10/01/2004,"1,123",84.51
10/01/2004,749,133.11
10/01/2004,750,131.00
10/01/2004,"1,234",87.31
10/01/2004,"1,120",87.33
10/01/2004,735,138.08
10/01/2004,698,139.52
09/01/2004,"1,232",84.26
09/01/2004,"1,123",84.51
09/01/2004,749,133.11
09/01/2004,750,131.00
09/01/2004,"1,225",84.88
09/01/2004,"1,117",85.06
09/01/2004,735,133.47
09/01/2004,743,134.57
09/01/2004,"1,242",79.77
09/01/2004,"1,126",79.87
09/01/2004,714,127.43
09/01/2004,671,125.62
08/02/2004,"1,225",84.88
08/02/2004,"1,117",85.06
08/02/2004,735,133.47
08/02/2004,743,134.57
08/02/2004,"1,205",89.13
08/02/2004,"1,098",89.11
08/02/2004,737,141.21
08/02/2004,706,140.70
08/02/2004,"1,238",75.66
08/02/2004,"1,123",75.80
08/02/2004,735,118.69
08/02/2004,734,120.79
07/01/2004,"1,205",89.13
07/01/2004,"1,098",89.11
07/01/2004,737,141.21
07/01/2004,706,140.70
07/01/2004,"1,188",87.25
07/01/2004,"1,083",87.41
07/01/2004,746,138.66
07/01/2004,719,141.65
07/01/2004,"1,226",76.49
07/01/2004,"1,119",76.38
07/01/2004,733,120.50
07/01/2004,700,117.00
06/01/2004,"1,188",87.25
06/01/2004,"1,083",87.41
06/01/2004,746,138.66
06/01/2004,719,141.65
06/01/2004,"1,172",85.57
06/01/2004,"1,081",85.67
06/01/2004,724,135.19
06/01/2004,701,134.81
06/01/2004,"1,207",78.91
06/01/2004,"1,105",78.98
06/01/2004,734,124.49
06/01/2004,681,124.71
05/03/2004,"1,173",85.57
05/03/2004,"1,081",85.67
05/03/2004,724,135.19
05/03/2004,701,134.81
05/03/2004,"1,178",85.40
05/03/2004,"1,091",85.34
05/03/2004,729,135.09
05/03/2004,710,136.48
05/03/2004,"1,208",79.06
05/03/2004,"1,096",79.14
05/03/2004,742,126.28
05/03/2004,725,127.00
