Report Date,Class Description,Selling Basis,Grade Description,Previous Month Confirmed,Average Weight,Weighted Avg Price
06/11/2020,HEIFER,DRESSED FOB,35 - 65% Choice,,,
06/11/2020,HEIFER,DRESSED FOB, 0 - 35% Choice,,,
06/11/2020,HEIFER,DRESSED FOB,Total all grades,,,
06/11/2020,MIXED STEER/HEIFER,LIVE FOB,Over 80% Choice,"1,754","1,373",114.85
06/11/2020,MIXED STEER/HEIFER,LIVE FOB,65 - 80% Choice,"2,368","1,302",108.73
06/11/2020,MIXED STEER/HEIFER,LIVE FOB,35 - 65% Choice,"1,077","1,272",110.07
06/11/2020,MIXED STEER/HEIFER,LIVE FOB, 0 - 35% Choice,,,
06/11/2020,MIXED STEER/HEIFER,LIVE FOB,Total all grades,"5,199","1,320",111.07
06/11/2020,MIXED STEER/HEIFER,LIVE DELIVERED,Over 80% Choice,110,"1,401",120.00
06/11/2020,MIXED STEER/HEIFER,LIVE DELIVERED,65 - 80% Choice,45,"1,275",115.00
06/11/2020,MIXED STEER/HEIFER,LIVE DELIVERED,35 - 65% Choice,158,"1,300",120.00
06/11/2020,MIXED STEER/HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
06/11/2020,MIXED STEER/HEIFER,LIVE DELIVERED,Total all grades,313,"1,332",119.28
06/11/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
06/11/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
06/11/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,35 - 65% Choice,78,860,149.00
06/11/2020,MIXED STEER/HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
06/11/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,Total all grades,78,860,149.00
06/11/2020,MIXED STEER/HEIFER,DRESSED FOB,Over 80% Choice,,,
06/11/2020,MIXED STEER/HEIFER,DRESSED FOB,65 - 80% Choice,,,
06/11/2020,MIXED STEER/HEIFER,DRESSED FOB,35 - 65% Choice,,,
06/11/2020,MIXED STEER/HEIFER,DRESSED FOB, 0 - 35% Choice,,,
06/11/2020,MIXED STEER/HEIFER,DRESSED FOB,Total all grades,,,
06/11/2020,ALL BEEF TYPE,LIVE FOB,Total all grades,"30,530","1,313",111.74
06/11/2020,ALL BEEF TYPE,LIVE DELIVERED,Total all grades,934,"1,326",105.79
06/11/2020,ALL BEEF TYPE,DRESSED DELIVERED,Total all grades,158,855,164.70
06/11/2020,ALL BEEF TYPE,DRESSED FOB,Total all grades,,,
05/13/2020,STEER,LIVE FOB,Over 80% Choice,"1,550","1,427",105.67
05/13/2020,STEER,LIVE FOB,65 - 80% Choice,"3,498","1,362",103.22
05/13/2020,STEER,LIVE FOB,35 - 65% Choice,"2,127","1,321",103.67
05/13/2020,STEER,LIVE FOB, 0 - 35% Choice,,,
05/13/2020,STEER,LIVE FOB,Total all grades,"7,175","1,364",103.88
05/13/2020,STEER,LIVE DELIVERED,Over 80% Choice,,,
05/13/2020,STEER,LIVE DELIVERED,65 - 80% Choice,,,
05/13/2020,STEER,LIVE DELIVERED,35 - 65% Choice,,,
05/13/2020,STEER,LIVE DELIVERED, 0 - 35% Choice,,,
05/13/2020,STEER,LIVE DELIVERED,Total all grades,,,
05/13/2020,STEER,DRESSED DELIVERED,Over 80% Choice,,,
05/13/2020,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
05/13/2020,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
05/13/2020,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/13/2020,STEER,DRESSED DELIVERED,Total all grades,,,
05/13/2020,STEER,DRESSED FOB,Over 80% Choice,,,
05/13/2020,STEER,DRESSED FOB,65 - 80% Choice,,,
05/13/2020,STEER,DRESSED FOB,35 - 65% Choice,,,
05/13/2020,STEER,DRESSED FOB, 0 - 35% Choice,,,
05/13/2020,STEER,DRESSED FOB,Total all grades,,,
05/13/2020,HEIFER,LIVE FOB,Over 80% Choice,"1,274","1,232",103.78
05/13/2020,HEIFER,LIVE FOB,65 - 80% Choice,"2,585","1,243",103.11
05/13/2020,HEIFER,LIVE FOB,35 - 65% Choice,"1,358","1,202",97.87
05/13/2020,HEIFER,LIVE FOB, 0 - 35% Choice,,,
05/13/2020,HEIFER,LIVE FOB,Total all grades,"5,217","1,229",101.91
05/13/2020,HEIFER,LIVE DELIVERED,Over 80% Choice,,,
05/13/2020,HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
05/13/2020,HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
05/13/2020,HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
05/13/2020,HEIFER,LIVE DELIVERED,Total all grades,,,
05/13/2020,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
05/13/2020,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
05/13/2020,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
05/13/2020,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/13/2020,HEIFER,DRESSED DELIVERED,Total all grades,,,
05/13/2020,HEIFER,DRESSED FOB,Over 80% Choice,,,
05/13/2020,HEIFER,DRESSED FOB,65 - 80% Choice,,,
05/13/2020,HEIFER,DRESSED FOB,35 - 65% Choice,,,
05/13/2020,HEIFER,DRESSED FOB, 0 - 35% Choice,,,
05/13/2020,HEIFER,DRESSED FOB,Total all grades,,,
05/13/2020,MIXED STEER/HEIFER,LIVE FOB,Over 80% Choice,77,"1,549",105.00
05/13/2020,MIXED STEER/HEIFER,LIVE FOB,65 - 80% Choice,"2,466","1,282",102.51
05/13/2020,MIXED STEER/HEIFER,LIVE FOB,35 - 65% Choice,"1,122","1,267",99.79
05/13/2020,MIXED STEER/HEIFER,LIVE FOB, 0 - 35% Choice,,,
05/13/2020,MIXED STEER/HEIFER,LIVE FOB,Total all grades,"3,665","1,283",101.73
05/13/2020,MIXED STEER/HEIFER,LIVE DELIVERED,Over 80% Choice,,,
05/13/2020,MIXED STEER/HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
05/13/2020,MIXED STEER/HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
05/13/2020,MIXED STEER/HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
05/13/2020,MIXED STEER/HEIFER,LIVE DELIVERED,Total all grades,,,
05/13/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
05/13/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
05/13/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
05/13/2020,MIXED STEER/HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/13/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,Total all grades,,,
05/13/2020,MIXED STEER/HEIFER,DRESSED FOB,Over 80% Choice,,,
05/13/2020,MIXED STEER/HEIFER,DRESSED FOB,65 - 80% Choice,,,
05/13/2020,MIXED STEER/HEIFER,DRESSED FOB,35 - 65% Choice,,,
05/13/2020,MIXED STEER/HEIFER,DRESSED FOB, 0 - 35% Choice,,,
05/13/2020,MIXED STEER/HEIFER,DRESSED FOB,Total all grades,,,
05/13/2020,ALL BEEF TYPE,LIVE FOB,Total all grades,"16,057","1,302",102.75
05/13/2020,ALL BEEF TYPE,LIVE DELIVERED,Total all grades,,,
05/13/2020,ALL BEEF TYPE,DRESSED DELIVERED,Total all grades,,,
05/13/2020,ALL BEEF TYPE,DRESSED FOB,Total all grades,,,
04/07/2020,STEER,LIVE FOB,Over 80% Choice,"1,863","1,389",112.95
04/07/2020,STEER,LIVE FOB,65 - 80% Choice,"12,695","1,360",113.04
04/07/2020,STEER,LIVE FOB,35 - 65% Choice,"7,640","1,286",112.30
04/07/2020,STEER,LIVE FOB, 0 - 35% Choice,36,"1,275",106.00
04/07/2020,STEER,LIVE FOB,Total all grades,"22,234","1,337",112.77
04/07/2020,STEER,LIVE DELIVERED,Over 80% Choice,,,
04/07/2020,STEER,LIVE DELIVERED,65 - 80% Choice,,,
04/07/2020,STEER,LIVE DELIVERED,35 - 65% Choice,,,
04/07/2020,STEER,LIVE DELIVERED, 0 - 35% Choice,,,
04/07/2020,STEER,LIVE DELIVERED,Total all grades,,,
04/07/2020,STEER,DRESSED DELIVERED,Over 80% Choice,,,
04/07/2020,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
04/07/2020,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
04/07/2020,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/07/2020,STEER,DRESSED DELIVERED,Total all grades,,,
04/07/2020,STEER,DRESSED FOB,Over 80% Choice,,,
04/07/2020,STEER,DRESSED FOB,65 - 80% Choice,,,
04/07/2020,STEER,DRESSED FOB,35 - 65% Choice,,,
04/07/2020,STEER,DRESSED FOB, 0 - 35% Choice,,,
04/07/2020,STEER,DRESSED FOB,Total all grades,,,
04/07/2020,HEIFER,LIVE FOB,Over 80% Choice,"2,035","1,244",109.78
04/07/2020,HEIFER,LIVE FOB,65 - 80% Choice,"6,848","1,192",112.02
04/07/2020,HEIFER,LIVE FOB,35 - 65% Choice,"2,464","1,196",112.96
04/07/2020,HEIFER,LIVE FOB, 0 - 35% Choice,,,
04/07/2020,HEIFER,LIVE FOB,Total all grades,"11,347","1,202",111.82
04/07/2020,HEIFER,LIVE DELIVERED,Over 80% Choice,,,
04/07/2020,HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
04/07/2020,HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
04/07/2020,HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
04/07/2020,HEIFER,LIVE DELIVERED,Total all grades,,,
04/07/2020,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
04/07/2020,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
04/07/2020,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
04/07/2020,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/07/2020,HEIFER,DRESSED DELIVERED,Total all grades,,,
04/07/2020,HEIFER,DRESSED FOB,Over 80% Choice,,,
04/07/2020,HEIFER,DRESSED FOB,65 - 80% Choice,,,
04/07/2020,HEIFER,DRESSED FOB,35 - 65% Choice,,,
04/07/2020,HEIFER,DRESSED FOB, 0 - 35% Choice,,,
04/07/2020,HEIFER,DRESSED FOB,Total all grades,,,
04/07/2020,MIXED STEER/HEIFER,LIVE FOB,Over 80% Choice,"1,056","1,347",116.60
04/07/2020,MIXED STEER/HEIFER,LIVE FOB,65 - 80% Choice,"2,432","1,273",112.64
04/07/2020,MIXED STEER/HEIFER,LIVE FOB,35 - 65% Choice,"1,403","1,234",111.13
04/07/2020,MIXED STEER/HEIFER,LIVE FOB, 0 - 35% Choice,,,
04/07/2020,MIXED STEER/HEIFER,LIVE FOB,Total all grades,"4,891","1,278",113.06
04/07/2020,MIXED STEER/HEIFER,LIVE DELIVERED,Over 80% Choice,,,
04/07/2020,MIXED STEER/HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
04/07/2020,MIXED STEER/HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
04/07/2020,MIXED STEER/HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
04/07/2020,MIXED STEER/HEIFER,LIVE DELIVERED,Total all grades,,,
04/07/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
04/07/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
04/07/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
04/07/2020,MIXED STEER/HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/07/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,Total all grades,,,
04/07/2020,MIXED STEER/HEIFER,DRESSED FOB,Over 80% Choice,,,
04/07/2020,MIXED STEER/HEIFER,DRESSED FOB,65 - 80% Choice,,,
04/07/2020,MIXED STEER/HEIFER,DRESSED FOB,35 - 65% Choice,,,
04/07/2020,MIXED STEER/HEIFER,DRESSED FOB, 0 - 35% Choice,,,
04/07/2020,MIXED STEER/HEIFER,DRESSED FOB,Total all grades,,,
04/07/2020,ALL BEEF TYPE,LIVE FOB,Total all grades,"38,472","1,290",112.52
04/07/2020,ALL BEEF TYPE,LIVE DELIVERED,Total all grades,,,
04/07/2020,ALL BEEF TYPE,DRESSED DELIVERED,Total all grades,,,
04/07/2020,ALL BEEF TYPE,DRESSED FOB,Total all grades,,,
03/06/2020,STEER,LIVE FOB,Over 80% Choice,,,
03/06/2020,STEER,LIVE FOB,65 - 80% Choice,"4,601","1,373",118.59
03/06/2020,STEER,LIVE FOB,35 - 65% Choice,"7,177","1,308",118.54
03/06/2020,STEER,LIVE FOB, 0 - 35% Choice,,,
03/06/2020,STEER,LIVE FOB,Total all grades,"11,778","1,334",118.56
03/06/2020,STEER,LIVE DELIVERED,Over 80% Choice,,,
03/06/2020,STEER,LIVE DELIVERED,65 - 80% Choice,,,
03/06/2020,STEER,LIVE DELIVERED,35 - 65% Choice,,,
03/06/2020,STEER,LIVE DELIVERED, 0 - 35% Choice,,,
03/06/2020,STEER,LIVE DELIVERED,Total all grades,,,
03/06/2020,STEER,DRESSED DELIVERED,Over 80% Choice,,,
03/06/2020,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
03/06/2020,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
03/06/2020,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
03/06/2020,STEER,DRESSED DELIVERED,Total all grades,,,
03/06/2020,STEER,DRESSED FOB,Over 80% Choice,,,
03/06/2020,STEER,DRESSED FOB,65 - 80% Choice,,,
03/06/2020,STEER,DRESSED FOB,35 - 65% Choice,,,
03/06/2020,STEER,DRESSED FOB, 0 - 35% Choice,,,
03/06/2020,STEER,DRESSED FOB,Total all grades,,,
03/06/2020,HEIFER,LIVE FOB,Over 80% Choice,558,"1,256",117.84
03/06/2020,HEIFER,LIVE FOB,65 - 80% Choice,"2,807","1,231",118.50
03/06/2020,HEIFER,LIVE FOB,35 - 65% Choice,"1,362","1,187",118.12
03/06/2020,HEIFER,LIVE FOB, 0 - 35% Choice,,,
03/06/2020,HEIFER,LIVE FOB,Total all grades,"4,727","1,221",118.31
03/06/2020,HEIFER,LIVE DELIVERED,Over 80% Choice,,,
03/06/2020,HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
03/06/2020,HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
03/06/2020,HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
03/06/2020,HEIFER,LIVE DELIVERED,Total all grades,,,
03/06/2020,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
03/06/2020,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
03/06/2020,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
03/06/2020,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
03/06/2020,HEIFER,DRESSED DELIVERED,Total all grades,,,
03/06/2020,HEIFER,DRESSED FOB,Over 80% Choice,,,
03/06/2020,HEIFER,DRESSED FOB,65 - 80% Choice,,,
03/06/2020,HEIFER,DRESSED FOB,35 - 65% Choice,,,
03/06/2020,HEIFER,DRESSED FOB, 0 - 35% Choice,,,
03/06/2020,HEIFER,DRESSED FOB,Total all grades,,,
03/06/2020,MIXED STEER/HEIFER,LIVE FOB,Over 80% Choice,402,"1,276",116.95
03/06/2020,MIXED STEER/HEIFER,LIVE FOB,65 - 80% Choice,"1,917","1,279",119.25
03/06/2020,MIXED STEER/HEIFER,LIVE FOB,35 - 65% Choice,626,"1,224",118.85
03/06/2020,MIXED STEER/HEIFER,LIVE FOB, 0 - 35% Choice,,,
03/06/2020,MIXED STEER/HEIFER,LIVE FOB,Total all grades,"2,945","1,267",118.85
03/06/2020,MIXED STEER/HEIFER,LIVE DELIVERED,Over 80% Choice,,,
03/06/2020,MIXED STEER/HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
03/06/2020,MIXED STEER/HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
03/06/2020,MIXED STEER/HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
03/06/2020,MIXED STEER/HEIFER,LIVE DELIVERED,Total all grades,,,
03/06/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
03/06/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
03/06/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
03/06/2020,MIXED STEER/HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
03/06/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,Total all grades,,,
03/06/2020,MIXED STEER/HEIFER,DRESSED FOB,Over 80% Choice,,,
03/06/2020,MIXED STEER/HEIFER,DRESSED FOB,65 - 80% Choice,,,
03/06/2020,MIXED STEER/HEIFER,DRESSED FOB,35 - 65% Choice,,,
03/06/2020,MIXED STEER/HEIFER,DRESSED FOB, 0 - 35% Choice,,,
03/06/2020,MIXED STEER/HEIFER,DRESSED FOB,Total all grades,,,
03/06/2020,ALL BEEF TYPE,LIVE FOB,Total all grades,"19,450","1,296",118.54
03/06/2020,ALL BEEF TYPE,LIVE DELIVERED,Total all grades,,,
03/06/2020,ALL BEEF TYPE,DRESSED DELIVERED,Total all grades,,,
03/06/2020,ALL BEEF TYPE,DRESSED FOB,Total all grades,,,
02/05/2020,STEER,LIVE FOB,Over 80% Choice,475,"1,361",123.59
02/05/2020,STEER,LIVE FOB,65 - 80% Choice,"3,364","1,363",123.31
02/05/2020,STEER,LIVE FOB,35 - 65% Choice,"7,438","1,322",123.34
02/05/2020,STEER,LIVE FOB, 0 - 35% Choice,43,"1,300",122.00
02/05/2020,STEER,LIVE FOB,Total all grades,"11,320","1,335",123.34
02/05/2020,STEER,LIVE DELIVERED,Over 80% Choice,,,
02/05/2020,STEER,LIVE DELIVERED,65 - 80% Choice,,,
02/05/2020,STEER,LIVE DELIVERED,35 - 65% Choice,,,
02/05/2020,STEER,LIVE DELIVERED, 0 - 35% Choice,,,
02/05/2020,STEER,LIVE DELIVERED,Total all grades,,,
02/05/2020,STEER,DRESSED DELIVERED,Over 80% Choice,,,
02/05/2020,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
02/05/2020,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
02/05/2020,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
02/05/2020,STEER,DRESSED DELIVERED,Total all grades,,,
02/05/2020,STEER,DRESSED FOB,Over 80% Choice,,,
02/05/2020,STEER,DRESSED FOB,65 - 80% Choice,,,
02/05/2020,STEER,DRESSED FOB,35 - 65% Choice,,,
02/05/2020,STEER,DRESSED FOB, 0 - 35% Choice,,,
02/05/2020,STEER,DRESSED FOB,Total all grades,,,
02/05/2020,HEIFER,LIVE FOB,Over 80% Choice,83,"1,287",124.00
02/05/2020,HEIFER,LIVE FOB,65 - 80% Choice,"3,795","1,226",123.43
02/05/2020,HEIFER,LIVE FOB,35 - 65% Choice,"3,201","1,196",123.03
02/05/2020,HEIFER,LIVE FOB, 0 - 35% Choice,,,
02/05/2020,HEIFER,LIVE FOB,Total all grades,"7,079","1,213",123.26
02/05/2020,HEIFER,LIVE DELIVERED,Over 80% Choice,,,
02/05/2020,HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
02/05/2020,HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
02/05/2020,HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
02/05/2020,HEIFER,LIVE DELIVERED,Total all grades,,,
02/05/2020,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
02/05/2020,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
02/05/2020,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
02/05/2020,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
02/05/2020,HEIFER,DRESSED DELIVERED,Total all grades,,,
02/05/2020,HEIFER,DRESSED FOB,Over 80% Choice,,,
02/05/2020,HEIFER,DRESSED FOB,65 - 80% Choice,,,
02/05/2020,HEIFER,DRESSED FOB,35 - 65% Choice,,,
02/05/2020,HEIFER,DRESSED FOB, 0 - 35% Choice,,,
02/05/2020,HEIFER,DRESSED FOB,Total all grades,,,
02/05/2020,MIXED STEER/HEIFER,LIVE FOB,Over 80% Choice,55,"1,350",124.00
02/05/2020,MIXED STEER/HEIFER,LIVE FOB,65 - 80% Choice,849,"1,226",123.04
02/05/2020,MIXED STEER/HEIFER,LIVE FOB,35 - 65% Choice,"1,740","1,226",123.34
02/05/2020,MIXED STEER/HEIFER,LIVE FOB, 0 - 35% Choice,50,"1,115",124.00
02/05/2020,MIXED STEER/HEIFER,LIVE FOB,Total all grades,"2,694","1,227",123.27
02/05/2020,MIXED STEER/HEIFER,LIVE DELIVERED,Over 80% Choice,,,
02/05/2020,MIXED STEER/HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
02/05/2020,MIXED STEER/HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
02/05/2020,MIXED STEER/HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
02/05/2020,MIXED STEER/HEIFER,LIVE DELIVERED,Total all grades,,,
02/05/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
02/05/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
02/05/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
02/05/2020,MIXED STEER/HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
02/05/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,Total all grades,,,
02/05/2020,MIXED STEER/HEIFER,DRESSED FOB,Over 80% Choice,,,
02/05/2020,MIXED STEER/HEIFER,DRESSED FOB,65 - 80% Choice,,,
02/05/2020,MIXED STEER/HEIFER,DRESSED FOB,35 - 65% Choice,,,
02/05/2020,MIXED STEER/HEIFER,DRESSED FOB, 0 - 35% Choice,,,
02/05/2020,MIXED STEER/HEIFER,DRESSED FOB,Total all grades,,,
02/05/2020,ALL BEEF TYPE,LIVE FOB,Total all grades,"21,093","1,280",123.30
02/05/2020,ALL BEEF TYPE,LIVE DELIVERED,Total all grades,,,
02/05/2020,ALL BEEF TYPE,DRESSED DELIVERED,Total all grades,,,
02/05/2020,ALL BEEF TYPE,DRESSED FOB,Total all grades,,,
01/07/2020,STEER,LIVE FOB,Over 80% Choice,,,
01/07/2020,STEER,LIVE FOB,65 - 80% Choice,,,
01/07/2020,STEER,LIVE FOB,35 - 65% Choice,,,
01/07/2020,STEER,LIVE FOB, 0 - 35% Choice,,,
01/07/2020,STEER,LIVE FOB,Total all grades,,,
01/07/2020,STEER,LIVE DELIVERED,Over 80% Choice,,,
01/07/2020,STEER,LIVE DELIVERED,65 - 80% Choice,,,
01/07/2020,STEER,LIVE DELIVERED,35 - 65% Choice,,,
01/07/2020,STEER,LIVE DELIVERED, 0 - 35% Choice,,,
01/07/2020,STEER,LIVE DELIVERED,Total all grades,,,
01/07/2020,STEER,DRESSED DELIVERED,Over 80% Choice,,,
01/07/2020,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
01/07/2020,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
01/07/2020,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
01/07/2020,STEER,DRESSED DELIVERED,Total all grades,,,
01/07/2020,STEER,DRESSED FOB,Over 80% Choice,,,
01/07/2020,STEER,DRESSED FOB,65 - 80% Choice,,,
01/07/2020,STEER,DRESSED FOB,35 - 65% Choice,,,
01/07/2020,STEER,DRESSED FOB, 0 - 35% Choice,,,
01/07/2020,STEER,DRESSED FOB,Total all grades,,,
01/07/2020,HEIFER,LIVE FOB,Over 80% Choice,,,
01/07/2020,HEIFER,LIVE FOB,65 - 80% Choice,,,
01/07/2020,HEIFER,LIVE FOB,35 - 65% Choice,,,
01/07/2020,HEIFER,LIVE FOB, 0 - 35% Choice,,,
01/07/2020,HEIFER,LIVE FOB,Total all grades,,,
01/07/2020,HEIFER,LIVE DELIVERED,Over 80% Choice,,,
01/07/2020,HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
01/07/2020,HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
01/07/2020,HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
01/07/2020,HEIFER,LIVE DELIVERED,Total all grades,,,
01/07/2020,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
01/07/2020,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
01/07/2020,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
01/07/2020,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
01/07/2020,HEIFER,DRESSED DELIVERED,Total all grades,,,
01/07/2020,HEIFER,DRESSED FOB,Over 80% Choice,,,
01/07/2020,HEIFER,DRESSED FOB,65 - 80% Choice,,,
01/07/2020,HEIFER,DRESSED FOB,35 - 65% Choice,,,
01/07/2020,HEIFER,DRESSED FOB, 0 - 35% Choice,,,
01/07/2020,HEIFER,DRESSED FOB,Total all grades,,,
01/07/2020,MIXED STEER/HEIFER,LIVE FOB,Over 80% Choice,,,
01/07/2020,MIXED STEER/HEIFER,LIVE FOB,65 - 80% Choice,,,
01/07/2020,MIXED STEER/HEIFER,LIVE FOB,35 - 65% Choice,,,
01/07/2020,MIXED STEER/HEIFER,LIVE FOB, 0 - 35% Choice,,,
01/07/2020,MIXED STEER/HEIFER,LIVE FOB,Total all grades,,,
01/07/2020,MIXED STEER/HEIFER,LIVE DELIVERED,Over 80% Choice,,,
01/07/2020,MIXED STEER/HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
01/07/2020,MIXED STEER/HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
01/07/2020,MIXED STEER/HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
01/07/2020,MIXED STEER/HEIFER,LIVE DELIVERED,Total all grades,,,
01/07/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
01/07/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
01/07/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
01/07/2020,MIXED STEER/HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
01/07/2020,MIXED STEER/HEIFER,DRESSED DELIVERED,Total all grades,,,
01/07/2020,MIXED STEER/HEIFER,DRESSED FOB,Over 80% Choice,,,
01/07/2020,MIXED STEER/HEIFER,DRESSED FOB,65 - 80% Choice,,,
01/07/2020,MIXED STEER/HEIFER,DRESSED FOB,35 - 65% Choice,,,
01/07/2020,MIXED STEER/HEIFER,DRESSED FOB, 0 - 35% Choice,,,
01/07/2020,MIXED STEER/HEIFER,DRESSED FOB,Total all grades,,,
01/07/2020,ALL BEEF TYPE,LIVE FOB,Total all grades,,,
01/07/2020,ALL BEEF TYPE,LIVE DELIVERED,Total all grades,,,
01/07/2020,ALL BEEF TYPE,DRESSED DELIVERED,Total all grades,,,
01/07/2020,ALL BEEF TYPE,DRESSED FOB,Total all grades,,,
12/03/2019,STEER,LIVE FOB,Over 80% Choice,,,
12/03/2019,STEER,LIVE FOB,65 - 80% Choice,,,
12/03/2019,STEER,LIVE FOB,35 - 65% Choice,,,
12/03/2019,STEER,LIVE FOB,,,,
12/03/2019,STEER,LIVE FOB,Total all grades,,,
12/03/2019,STEER,LIVE DELIVERED,Over 80% Choice,,,
12/03/2019,STEER,LIVE DELIVERED,65 - 80% Choice,,,
12/03/2019,STEER,LIVE DELIVERED,35 - 65% Choice,,,
12/03/2019,STEER,LIVE DELIVERED, 0 - 35% Choice,,,
